CÓDIGO;AUTOR;TÍTULO;EJEM.
320/2085;MAYORGA RENÉ A.;DEMOCRACIA A LA DERIVA/DILEMAS DE LA PARTICIPACIÓN Y CONCERTACIÓN SOCIAL EN BOLIVIA ;1
320/2086;CONSEJO PARA LA CONSOLIDACIÓN DEMOCRACIA;RADIO DIFUSIÓN;1
320/2087;ALBÓ XAVIER, LIBERMANN KITULA Y OTROS;PARA COMPRENDER LAS CULTURAS RURALES DE BOLIVIA;1
320/2088;BROWN J.A.C.;TÉCNICAS DE PERSUASIÓN;1
320/2089;CORONEL CESAR/ROSENFELD ALEX Y OTROS.....;DESCENTRALIZACIÓN Y GOBIERNOS MUNICIPALES;1
320/2091;CONGRESO DE DIPUTADOS ;CONSTITUCIÓN ESPAÑOLA APROBADA POR LA CORTE  EL 31 DE OCTUBRE DE 1978, 28 ANIVERSARIO, 1978-2003;1
320/2092;CENTRO DE ESTUDIOS JURÍDICOS EN INV. SOC.;REFORMA AGRARIA 50 AÑOS. TCO Y TIERRAS CAMPESINAS;1
320/2093;BRAUN ALBERTO;EL BOOM LIBERAL;1
320/2094;ANDALUZ W. ANTONIO Y ANDALUZ V. HORACIO;EL CASO DE LA LEY DE RECONDUCCIÓN DE LA REFORMA AGRARIA.;1
320/2095;ALBÓ XAVIER Y BAMADAS JOSEP M.;LA CARA INDIA Y CAMPESINA DE NUESTRA HISTORIA;1
320/2096;OLSON KEITH W.;RESEÑA DE LA HISTORIA DE LOS ESTADOS UNIDOS;1
320/2097;PAUEWLS LOUIS;LA LIBERTAD GUÍA MIS PASOS;1
320/2098;RITTER MÉNDEZ OTTO ANDRÉS;CARTA ORGÁNICA DEL MUNICIPIO DE SANTA CRUZ DE LA SIERRA ;1
320/2099;GUTIÉRREZ RAQUEL/GARCIA ALVARO Y OTROS;DEMOCRATIZACIONES PLEBEYAS;1
320/2100;MOLINA S. CARLOS HUGO Y TORANZO R. CARLOS F.;LA GESTIÓN PÚBLICA Y PRIVADA DE LOS SERVICIOS PÚBLICOS;1
320/2101;EROSTEGUI T. RODOLFO;EL MOVIMIENTO SINDICAL HACIA EL AÑO 2000;1
320/2102;MORALES ABELARDO;CAMBIO Y ORDEN MUNDIAL;1
320/2103;MAYORGA RENÉ A.;¿DE LA ANOMÍA POLÍTICA AL ORDEN DEMOCRÁTICO? DEMOCRACIA, ESTADO Y MOVIMIENTO SINDICAL ;1
320/2104;PRADO SALMÓN JULIO/SAUCEDO F. ERWIN Y OTROS;FORO DE ANÁLISIS POLÍTICO / 1ra. REFORMA A LA CONSTITUCIÓN POLÍTICA DEL ESTADO;1
320/2105; PAZ SALAS MARÍA/UNTOJA FERNANDO Y ALIAGA JULIO;"""DEMOCRACIA CUARTO SIGLO"" (LUCES Y SOMBRAS DEL PROCESO DEMOCRÁTICO BOLIVIANO)";1
320/2106; COMITÉ PRO SANTA CRUZ;ENCUENTRO DE INSTITUCIONES BOLIVIANAS SOBRE REFORMAS A LA CONSTITUCIÓN POLÍTICA DEL ESTADO;1
320/2107; ITINERARIO DE COYUNTURA POLÍTICA BOLIVIANA;PROCESO CONSTITUYENTE Y CAPITANÍA::UN DIÁLOGO PENDIENTE ;1
320/2108;DEL BRUTTO BIBIANA;POLÍTICA MUNICIPAL Y PARTICIPACIÓN;1
320/2109;ALEM ALFONSO/ARAMAYO JAVIER Y OTROS..;DEMOCRACIA Y SISTEMA POLÍTICO/FORO POLÍTICO No. 8;1
320/2110;CASTAGNO ANTONIO;LAS BANCAS PALAMENTARIAS / SU PERTENENCIA;1
320/2111;ARDAYA SALINAS GLORIA;ESTADO Y SOCIEDAD / REVISTA BOLIVIANA DE CIENCIAS , AÑO 2 NO.3, LAPAZ - BOLIVIA 1986;1
320/2112;JORDÁN PARDO ROBERTO Y OTROS ;TEMAS EN LA CRISIS / LA CONCEPCIÓN CEPALINA Y EL MUNDO ACTUAL , AÑO 1993, NO.44 LA PAZ - BOLIVIA ;1
320/2113;OSSIO SANJINES Y OTROS ;TEMAS EN LA CRISIS / LA CIENCIA Y LA TECNOLOGÍA EN EL DESARROLLO DE BOLIVIA , AÑO 1992, NO.43 LA PAZ-BOL.;1
320/2114;G77 MÁS CHINA ;DECLARACIÓN DE SANTA CRUZ-BOLIVIA 2014 / HACIA UN NUEVO ORDEN MUNDIAL PARAVIVIR BIEN;1
320/2115;POSADA ADOLFO;ESCRITOS MUNICIPALISTAS Y DE LA VIDA LOCAL;1
320/2116;1er. CONGRESO DE ANIMACIÓN SOCIOCULTURAL Y MUNICIPIOS;LA ACCIPON SOCIOCULTURAL EN LOS MUNICIPIO;1
320/2117;REPÚBLICA DE CUBA ;CONSTITUÇAO DA REPUBLICA DE CUBA;1
320/2118;DERMIZAKY PEREDO PABLO;CONSTITUCIÓN POLÍTICA DEL ESTADO REPÚBLICA DE BOLIVIA;1
320/2119;REFERENDUM NACIONAL CONSTITUYENTE 2009;PROYECTO CONSTITUCIÓN POLÍTICA DEL ESTADO DE BOLIVIA ;1
320/2120;BIERRENBACH FLAVIO;QUEM TEN MEDO DA CONSTITUINTE;1
320/2121;REPUBLICA FEDERATIVA DO BRASIL;CONSTITUÇAO DA REPUBLICA FEDERATIVA DO BRASIL;1
320/2122;ESTADOS UNIDOS DE AMERICA;LA CONSTITUCIÓN DE LOS ESTADOS UNIDOS DE AMERICA : 200 AÑOS DE DEMOCRACIA ;1
320/2123;CASTRO JAIME;LA REFORMA DEL CONGRESO 1987 / COLOMBIA;1
320/2124;CASTILLO ROJAS MARCO;CONSTITUCIÓN POLÍTICA DE LA REPÚBLICA DE COSTA RICA ( 7 DE NOVIEMBRE DE 1949);1
320/2125;GONZALO MANUEL;CONSTITUCIÓN ESPAÑOLA Y REGLAMENTO DEL CONGRESO DE LOS DIPUTADOS;1
320/2126;BORJA J./PERDIGOJ. / LLOVET M. PALOMAR Y OTROS;ORGANIZACIÓN Y DESCENTRALIZACIÓN MUNICIPAL;1
320/2127;MANRIQUE REYES ALFREDO;GUÍA DEL PERSONERO/ COLOMBIA;1
320/2128;LA TORRE EMILIO;EL MUNICIPIO COLOMBIANO;1
320/2129;SANDOVAL Z. GODOFREDO Y SOSTRES M. FERNANADA;LA CIUDAD PROMETIDA;1
320/2130;RATLIFF WILLIAM Y FONTAINE ROGER;CAMBIANDO EL RUMBO/ LA REVOLUCIÓN CAPITALISTA EN ARGENTINA ;1
320/2131;NOHLEN DIETER Y FERNANDEZ MARIO;PRESIDENCIALISMO VERSUS PARLAMENTARISMO / AMÉRICA LATINA ;1
320/2132;FUNDACIÓN FRIEDRICH EBERT;INDUSTRIA ESTADO Y SOCIEDAD / LA REESTRUCTURACIÓN INDUSTRIAL EN AMERICA LATINA Y EUROPA ;1
320/2133;SAVIGNY DE JEAN;¿EL ESTADO CONTRA LOS MUNICIPIOS?;1
320/2134;VERLAG STUTTGART KARL KRAMER;LA LEY FEDERAL ALEMANA DE ORDENACIÓN URBANÍSTICA Y LOS MUNICIPIOS ;1
320/2135;ASCARRUNZ ADOLFO/ CRUZ MABEL Y OTROS ;LOS SERVICIOS MUNICIPALES;1
320/2136;GOBIERNO DEPARTAMENTAL PREFECTURA S.C.;CONSTRUYENDO AUTONOMÍA NO.7;1
320/2137;GOBIERNO DEPARTAMENTAL PREFECTURA S.C.;CONSTRUYENDO ATONOMÍA NO.8;1
320/2138;GOBIERNO DEPARTAMENTAL PREFECTURA S.C.;CONSTRUYENDO ATONOMÍA NO.9;1
320/2139;GOBIERNO DEPARTAMENTAL PREFECTURA S.C.;CONSTRUYENDO ATONOMÍA NO.10;1
320/2140;GOBIERNO DEPARTAMENTAL PREFECTURA S.C.;CONSTRUYENDO ATONOMÍA NO.13;1
320/2141;GOBIERNO DEPARTAMENTAL PREFECTURA S.C.;CONSTRUYENDO ATONOMÍA NO.14;1
320/2142;GOBIERNO DEPARTAMENTAL PREFECTURA S.C.;CONSTRUYENDO ATONOMÍA NO.15;1
320/2143;11/ JUAN PABLO II SUS DISCURSOS EN AMÉRICA ;11/ JUAN PABLO II SUS DISCURSOS EN AMÉRICA;1
320/2144;COLECCIÓN ENSEÑAZAS DE LA FE-HOY ;13/DISCURSO DE SU SANTIDAD JUAN PABLO A LA XXXIV ASAMBLEA GENERAL DE LA ONU, 2-10-1979;1
320/2145;COLECCIÓN ENSEÑAZAS DE LA FE-HOY ;17/CARTA PASTORAL COLECTIVA DE LA CONFERENCIA EPISCOPAL DE BOLIVIA/DIGNIDAD Y LIBERTAD;1
320/2146;COLECCIÓN ENSEÑAZAS DE LA FE-HOY ;21/CARTA ENCÍCLICA DEL SUMO PONTIFICE JUAN PABLO II/SOBRE EL TRABAJO HUMANO;1
320/2147;COLECCIÓN ENSEÑAZAS DE LA FE-HOY ;25/ORIENTACIONES EDUCATIVAS SOBRE EL AMOR HUMANO/PAUTAS DE EDUCACIÓN SEXUAL;1
320/2148;COLECCIÓN ENSEÑAZAS DE LA FE-HOY ;26/CARTA APOSTOLICA SALVIFICI DOLORIS DEL SUMO PONTÍFICE JUAN PABLO II/SOBRE EL SENTIDO CRISTIANO..;1
320/2149;COLECCIÓN ENSEÑAZAS DE LA FE-HOY ;"28/INSTRUCCIÓN SOBRE ALGUNOS ASPECTOS DE LA ""TEOLOGIA DE LA LIBERACIÓN/SAGRADA CONGREGACIÓN ";1
320/2150;COLECCIÓN ENSEÑAZAS DE LA FE-HOY ;30/ CARTA APOSTOLICA DE SU SANTIDAD JUAN PABLO II CON OCASIÓN DEL AÑO INTERNACIONAL DE LA JUVENTUD ;1
320/2151;COLECCIÓN ENSEÑAZAS DE LA FE-HOY ;32/INSTRUCCIÓN SOBRE LIBERTAD CRISTIANA Y LIBERACIÓN. 1986/ CONGREGACIÓN PARA LA DOCTRINA DE LA  FE ;1
320/2152;COLECCIÓN ENSEÑAZAS DE LA FE-HOY ;37/AL SERVICIO DE LA COMUNIDAD HUMANA: UNA CONSIDERACIÓN ÉTICA DE LA DEUDA INTERNACIONAL;1
320/2153;COLECCIÓN ENSEÑAZAS DE LA FE-HOY ;"40/CARTA ENCÍCLICA ""SOLLIUCITUDO REI SOCIALIS DEL SUMO PONTIFICIO JUAN PABLO II";1
320/2154;1/ FORO POLÍTICO;NUEVOS PARAMETROS EN LA POLÍTICA BOLIVIANA ;1
320/2155;2/ FORO POLÍTICO;ANÁLISIS COMPARATIVO DE SISTEMAS ELECTORALES;1
320/2157;4/ FORO POLÍTICO;MODELOS DE DEMOCRACIA;1
320/2158;5/ FORO POLÍTICO;CONSTRUCCIÓN DE LA REPRESENTACIÓN POLÍTICA;1
320/2159;6/ FORO POLÍTICO;CONTEXTO INTERNACIONAL Y POLÍTICA EN BOLIVIA ;1
320/2160;7/ FORO POLÍTICO;CONSTITUCIÓN Y SISTEMA POLÍTICO;1
320/2161;MENDIETA A. ALBERTO Y OTRS ;TEMAS EN LA CRISIS No. 35-XII-1989-LP-BOLIVIA HACIA EL ESTADO NACIONAL MODERNO? ;1
320/2162;ENCINAS VALVERDE ALEJANDRO GASTÓN ;TEMAS EN LA CRISIS No. 45-VI-1993-LP-BOLIVIA/EL NEOPOPULISMO ;1
320/2163;MAYORGA FERNANDO;MAX FERNANDEZ: LA POLÍTICA DEL SILENCIO ;1
320/2164;KOSCHUETZKE ALBERTO/ DIRECTOR;74/ NUEVA SOCIEDAD/PARTIDOS POLITICOS PROBLEMAS PRESENTES;1
320/2165;KOSCHUETZKE ALBERTO/ DIRECTOR;94/NUEVA SOCIEDAD/OPCIONES ANTE EL COLAPSO FINANCIERO;1
320/2166;KOSCHUETZKE ALBERTO/ DIRECTOR;"101/NUEVA SOCIEDAD/NUEVAS IZQUIERDAS; NUEVAS MAYORÍAS";1
320/2167;KOSCHUETZKE ALBERTO/ DIRECTOR;103/NUEVA SOCIEDAD/LA INTERNACIONAL SOCIALISTA ANTE EL 2000;1
320/2168;KOSCHUETZKE ALBERTO/ DIRECTOR;104/NUEVA SOCIEDAD/LA TENTACIÓN DEL ESTADO ;1
320/2169;KOSCHUETZKE ALBERTO/ DIRECTOR;108/NUEVA SOCIEDAD/SOCIALISMO ¿LIQUIDACIÓN POR CIERRE O POR REFORMAS?;1
320/2170;KOSCHUETZKE ALBERTO/ DIRECTOR;112/NUEVA SOCIEDAD/AMÉRICA LATINA LA JUSTICIA COMO DEUDA;1
320/2171;KOSCHUETZKE ALBERTO/ DIRECTOR;113/NUEVA SOCIEDAD/DEMOCRACIA, AJUSTE & INTEGRACIÓN-;1
320/2172;KOSCHUETZKE ALBERTO/ DIRECTOR;114/NUEVA SOCIEDAD/CIUDADES;1
320/2173;KOSCHUETZKE ALBERTO/ DIRECTOR;118/NUEVA SOCIEDAD/PRESIDENTES LATINOAMERICANOS/CARGAS Y CARGOS;1
320/2174;KOSCHUETZKE ALBERTO/ DIRECTOR;142/NUEVA SOCIEDAD/DESCENTRALIZACIÓN, REFORMA E INSTANCIAS LOCALES;1
320/2175;KOSCHUETZKE ALBERTO/ DIRECTOR;145/NUEVA SOCIEDAD/LA CORRUPCIÓN EN LA AGENDA GLOBAL ;1
320/2176;KOSCHUETZKE ALBERTO/ DIRECTOR;146/NUEVA SOCIEDAD/LA EDUCACIÓN Y EL CAMBIO SOCIAL;1
320/2177;KOSCHUETZKE ALBERTO/ DIRECTOR;147/NUEVA SOCIEDAD/COMUNICACIÓN CULTURAS E IDENTIDADES EN EL FIN DE SIGLO;1
320/2178;KOSCHUETZKE ALBERTO/ DIRECTOR;148/NUEVA SOCIEDAD/ESTADOS Y ACTORES EN UN MUNDO COMPLEJO ;1
320/2180;KOSCHUETZKE ALBERTO/ DIRECTOR;150/NUEVA SOCIEDAD /CRONOLOGIA LATINOAMERICANA 1972-1996;1
320/2181;KOSCHUETZKE ALBERTO/ DIRECTOR;154/NUEVA SOCIEDAD/FUTBOL Y BEISBOL LOS JUEGOS DE LAS IDENTIDADES ;1
320/2183;KOSCHUETZKE ALBERTO/ DIRECTOR;156/NUEVA SOCIEDAD/ESTADO Y EXCLUSION;1
320/2185;KOSCHUETZKE ALBERTO/ DIRECTOR;159/NUEVA SOCIEDAD/SIDA POLITICA/CULTURA ENFERMEDAD ;1
320/2186;FERNANDEZ WEISSER IVONNE Y MEYER W. HARTWING;OPINIONES Y ANÁLISIS NO. ESPECIAL/CRISIS DE LOS PARTIDOS POLITICOS EN LA REGIÓN ANDINA LECCIONES DE…;1
320/2187;BENAVIDES G. ARIEL Y LOAYZA M. JORGE ;7/ OPINIONES Y ANÁLISIS/LAS REFORMAS CONSTITUCIONALES ;1
320/2188;FERNANDEZ WEISSER IVONNE Y MEYER W. HARTWING;OPINIONES Y ANÁLISIS NO, ESPECIAL/SITUACIÓN DE LA DEMOCRACIA EN AMÉRICA LATINA : RIESGOS Y DESAFIOS ;1
320/2189;BANZER SUÁREZ HUGO ;29/OPINIONES Y ANÁLISIS/ELECCIONES GENERALES 1997;1
320/2190;TORO TEJADA ENRIQUE ;30/OPINIONES Y ANÁLISIS/PARTIDOS POLÍTICOS EN BOLIVIA;1
320/2191;TORO TEJADA ENRIQUE ;34/OPINIONES Y ANÁLISIS / TOMO 1: 50 ANIVERSARIO DE LA DECLARACIÓN UNIVERSAL DE DERECHOS HUMANOS;1
320/2192;TORO TEJADA ENRIQUE ;35/OPINIONES Y ANÁLISIS/TOMO II: S0ANIVERSARIO DE LA DECLARACIÓN UNIVERSAL DE DERECHO HUMANOS;1
320/2193;TORO TEJADA ENRIQUE ;36/OPINIONES Y ANÁLISIS/PARTIDOS POLÍTICOS Y SOCIEDAD CIVIL: RELACIÓN DE IDA Y VUELTA;1
320/2194;TORO TEJADA ENRIQUE ;"37/OPINIONES Y ANÁLISIS/""EL REGIMEN DE LOS PAÍSES SIN LITORAL EN EL DERECHO DEL MAR Y LAS PERSPEC….";1
320/2195;TORO TEJADA ENRIQUE ;38/OPINIONES Y ANÁLISIS/CONTRABANDO E INFORMALIDAD EN LA ECONOMÍA BOLIVIANA ;1
320/2196;TORO TEJADA ENRIQUE ;"39/OPINIONES Y ANÁLISIS/""PENSAR EL ESTADO""";1
320/2197;TORO TEJADA ENRIQUE ;40/OPINIONES Y ANÁLISIS/LEY DE IMPRENTA: UN MECANISMO DE REGULACIÓN VIGENTE;1
320/2198;TORO TEJADA ENRIQUE ;41/OPINIONES Y ANALISIS/PROPUESTA PARA LA REFORMA CONSTITUCIONAL;1
320/2199;TORO TEJADA ENRIQUE ;42/OPINIONES Y ANÁLISIS/ESTATUTO DEL FUNCIONARIO PUBLICO;1
320/2200;TORO TEJADA ENRIQUE ;43/OPINIONES Y ANÁLISIS/INVESTIGACIÓN DE FORTUNAS: CONTRIBUCIONES AL DEBATE;1
320/2201;TORO TEJADA ENRIQUE ;44/OPINIONES Y ANÁLISIS/ANTEPROYECTO DE LEY DE PROCEDIMIENTO ADMINISTRATIVO;1
320/2202;FERNADEZ WEISSER IVONNE Y MEYER N. HARTWING;45/OPINIONES Y ANÁLISIS/TOMO III: 50 ANIVERSARIO DE LA DECLARACIÓN DE DERECHOS HUMANOS ;1
320/2203;FERNADEZ WEISSER IVONNE Y MEYER N. HARTWING;46/OPINIONES Y ANÁLISIS/DESAFÍOS DE LA REPRESENTACIÓN POLÍTICA EN BOLIVIA;1
320/2204;FERNADEZ WEISSER IVONNE Y MEYER N. HARTWING;47/OPINIONES Y ANÁLISIS/LOS PARTIDOS POLÍTICOS ANTE LA LEY DE PARTIDOS;1
320/2205;FERNADEZ WEISSER IVONNE Y MEYER N. HARTWING;48/OPINIONES Y ANÁLISIS/MEDIOS DE COMUNICACIÓN EN DEMOCRACIA ;1
320/2206;FERNADEZ WEISSER IVONNE Y MEYER N. HARTWING;49/OPINIONES Y ANÁLISIS/BALANCE DE LAS ELECCIONES MUNICIPALES 1999;1
320/2207;FERNADEZ WEISSER IVONNE Y MEYER N. HARTWING;50/OPINIONES Y ANÁLISIS/PARTIDOS E IDEOLOGÍAS;1
320/2208;FERNADEZ WEISSER IVONNE Y MEYER N. HARTWING;51/OPINIONES Y ANÁLISIS/NUEVOS Y VIEJOS ACTORES SOCIALES;1
320/2209;FERNADEZ WEISSER IVONNE Y MEYER N. HARTWING;52/OPINIONES Y ANÁLISIS/EL SINDICALISMO EN BOLIVIA: PRESENTE Y FUTURO;1
320/2210;FERNADEZ WEISSER IVONNE Y MEYER N. HARTWING;54/OPINIONES Y ANÁLISIS/VISIONES DE LA DEMOCRACIA;1
320/2211;FERNADEZ WEISSER IVONNE Y MEYER N. HARTWING;2001: LA SUCESIÓN CONSTITUCIONAL EN BOLIVIA;1
320/2212;FERNADEZ WEISSER IVONNE Y MEYER N. HARTWING;56/OPINIONES Y ANÁLISIS/ELECCIONES GENERALES 2002-2007 PROPUESTAS ELECTORALES ;1
320/2213;FERNADEZ WEISSER IVONNE Y MEYER N. HARTWING;57/OPINIONES Y ANÁLISIS/ELECCIONES PRESIDENCIALES 2002;1
320/2214;FERNADEZ WEISSER IVONNE Y MEYER N. HARTWING;58/OPINIONES Y ANÁLISIS/ELECCIONES LEGISLATIVAS: DIPUTADOS UNINOMINALES 2002;1
320/2215;FERNADEZ WEISSER IVONNE Y MEYER N. HARTWING;59/OPINIONES Y ANÁLISIS/REFORMA CONSSTITUCIONAL 2002;1
320/2216;FERNADEZ WEISSER IVONNE Y MEYER N. HARTWING;60/OPINIONES Y ANÁLISIS/EL ESCENARIO POST ELECTORAL EN BOLIVIA;1
320/2217;FERNADEZ WEISSER IVONNE Y MEYER N. HARTWING;61/ OPINIONES Y ANÁLISIS/GAS NATURAL EN BOLIVIA: DESAFÍOS Y PERSPECTIVAS ;1
320/2218;FERNADEZ WEISSER IVONNE Y MEYER N. HARTWING;62/ OPINIONES Y ANÁLISIS/FUERZAS ARMADAS Y POLICIA EN LA DEMOCRACIA BOLIVIANA;1
320/2219;FERNADEZ WEISSER IVONNE Y MEYER N. HARTWING;63/OPINIONES Y ANALISIS/LOS JÓVENES EN LA DEMOCRACIA BOLIVIANA;1
320/2220;FERNADEZ WEISSER IVONNE Y MEYER N. HARTWING;65/OPINIONES Y ANÁLISIS/TIERRA, CAMPESINOS E INDÍGENAS 66/OPINIONES Y ANÁLISIS/LA CRISIS DEL ESTADO EN BOLIVIA;1
320/2221;FERNADEZ WEISSER IVONNE Y MEYER N. HARTWING;66 / OPINIONES Y ANAÑISIS / LA CRISIS DEL ESTADO EN BOLIVIA ;1
320/2222;FERNADEZ WEISSER IVONNE Y MEYER N. HARTWING;67/OPINIONES Y ANÁLISIS/A CIEN AÑOS DEL TRATADO DE PAZ Y AMISTAD DE 1904 ENTRE BOLIVIA Y CHILE;1
320/2223;FERNADEZ WEISSER IVONNE Y MEYER N. HARTWING;68/OPINIONES Y ANÁLISIS BALANCE Y PERSPECTIVAS DE LA DESCENTRALIZACIÓN MUNICIPAL;1
320/2224;FERNADEZ WEISSER IVONNE Y MEYER N. HARTWING;69/OPINIONES Y ANALISIS/ BALANCE Y PERSPECTIVAS DE LA DESCENTRALIZACIÓN MUNNICIPAL;1
320/2225;FERNADEZ WEISSER IVONNE Y MEYER N. HARTWING;71/OPINIONES Y ANÁLISIS/LAS AGRUPACIONES CIUDADANAS EN LA DEMOCRACIA BOLIVIANA;1
320/2226;FERNADEZ WEISSER IVONNE Y MEYER N. HARTWING;77/OPINIONES Y ANÁLISIS/ELECCIÓN GENERAL 2005 ;1
320/2227;FERNADEZ WEISSER IVONNE Y MEYER N. HARTWING;78/OPINIONES Y ANÁLISIS/TEMAS PARA LA ASAMBLEA CONSTITUYENTE;1
320/2228;FERNADEZ WEISSER IVONNE Y MEYER N. HARTWING;79/OPINIONES Y ANÁLISIS/TEMAS PARA LA ASAMBLEA CONSTITUYENTE ;1
320/2229;FERNADEZ WEISSER IVONNE Y MEYER N. HARTWING;95/OPINIONES Y ANÁLISIS/LA POLÍTICA BOLIVIANA EN TIEMPOS DE REFERENDOS;1
320/2230;FERNADEZ WEISSER IVONNE Y MEYER N. HARTWING;96/OPINIONES Y ANÁLISIS/EL ESTADO DE DERECHO EN BOLIVIA;1
320/2231;FERNADEZ WEISSER IVONNE Y MEYER N. HARTWING;97/OPINIONES Y ANALISIS/EL PROYECTO DE CONSTITUCIÓN REFORMADO: PERSPECTIVAS PREVIAS AL REFERENDUM;1
320/2232;FERNADEZ WEISSER IVONNE Y MEYER N. HARTWING;98/OPINIONES Y ANÁLISIS/ANÁLISIS DEL REFERENDUM CONSTITUCIONAL 2009 ;1
320/2233;FERNADEZ WEISSER IVONNE Y MEYER N. HARTWING;99/OPINIONES Y ANÁLISIS/CATÁLOGO DE LAS PUBLICACIONES OPINIONES Y ANÁLISIS 1989-2009;1
320/2234;FERNADEZ WEISSER IVONNE Y MEYER N. HARTWING;100/OPINIONES Y ANÁLISIS/100 NÚMEROS DE OPINIONES Y ANÁLISIS;1
320/2235;FERNADEZ WEISSER IVONNE Y MEYER N. HARTWING;101/OPINIONES Y ANALISIS/REFORMAS A LA LEGISLACIÓN ELECTORAL;1
320/2236;NUEVA CRÓNICA Y BUEN GOBIERNO;No. 10/21-febrero al 05 de marzo 2008. La disputa se traslada al Congreso (PERIODICO);1
320/2237;NUEVA CRÓNICA Y BUEN GOBIERNO;No. 11/06-febrero al 19 de marzo de 2008. Sin acuerdos no habrá referendos (PERIODICO);1
320/2238;NUEVA CRÓNICA Y BUEN GOBIERNO;No. 14/17 al 30 de abril de 2008. Los medios de la contienda (PERIODICO);1
320/2239;NUEVA CRÓNICA Y BUEN GOBIERNO;No. 18/12 al 25 de junio de 2008. Crisis de alimentos desnuda la inequidad global (PERIODICO);1
320/2240;NUEVA CRÓNICA Y BUEN GOBIERNO;No. 19/26 de junio al 10 de julio de 2008. Élites regionales acorralan al gobierno (PERIODICO);1
320/2241;NUEVA CRÓNICA Y BUEN GOBIERNO;No. 20/10 al 23 de julio de 2008. Extravío interno e internacional (PERIODICO);1
320/2242;NUEVA CRÓNICA Y BUEN GOBIERNO;No. 21/24 de julio al 06 de agosto de 2008. La economía bajo presión de las urnas  (PERIODICO);1
320/2243;NUEVA CRÓNICA Y BUEN GOBIERNO;No. 22/15 al 28 de agosto de 2008. Se reanuda la confrontación (PERIODICO);1
320/2244;NUEVA CRÓNICA Y BUEN GOBIERNO;No. 25/26 de septiembre al 09 de octubre de 2008. Diálogo reconduce el debate constitucional  (PERIODICO);1
320/2245;NUEVA CRÓNICA Y BUEN GOBIERNO;No. 26/10 al 23 de octubre de 2008. Colapsa el sistema financiero mundial (PERIODICO);1
320/2246;NUEVA CRÓNICA Y BUEN GOBIERNO;No. 28/07 al 20 de noviembre de 2008. Se anticipa cambios globales (PERIODICO);1
320/2247;NUEVA CRÓNICA Y BUEN GOBIERNO;No. 29/21 de noviembre al 04 de diciembre de 2008. Del acuerdo a la inestabilidad constitucional  (PERIODICO);1
320/2248;NUEVA CRÓNICA Y BUEN GOBIERNO;No. 30/05 al 18 de diciembre de 2008. La politica en los estrados judiciales (PERIODICO);1
320/2249;NUEVA CRÓNICA Y BUEN GOBIERNO;No. 31/19 de diciembre 2008 al 08 de enero de 2009. La vorigine de la transición constitucional (PERIODICO);1
320/2250;NUEVA CRÓNICA Y BUEN GOBIERNO;No. 33/27 de enero al 05 de febrero de 2009. Entre la imposición y el desacato) (PERIODICO);1
320/2251;NUEVA CRÓNICA Y BUEN GOBIERNO;No. 37/20 de marzo al 02 de abril de 2009. La conflictiva transición autonómica (PERIODICO);1
320/2252;NUEVA CRÓNICA Y BUEN GOBIERNO;No. 39/17 al 30 de abril de 2009, Elecciones limpias, nuevo reto democrático (PERIODICO);1
320/2253;NUEVA CRÓNICA Y BUEN GOBIERNO;No. 40/06 al 16 de mayo de 2009. El estado de derecho bajo prueba de fuego (PERIODICO);1
320/2254;NUEVA CRÓNICA Y BUEN GOBIERNO;No. 41//23 de mayo al 05 de junio de 2009. 1809: doscientos años escindidos (PERIODICO);1
320/2255;NUEVA CRÓNICA Y BUEN GOBIERNO;No. 42/05 al 18 de junio de 2009. La república asediada (PERIODICO);1
320/2256;NUEVA CRÓNICA Y BUEN GOBIERNO;No. 43/19 de junio al 02 de julio. La candente escena regional (PERIODICO);1
320/2257;NUEVA CRÓNICA Y BUEN GOBIERNO;No. 44/03al 16 de julio de 2009. Dilemas y fisuras de la transición estatal  (PERIODICO);1
320/2258;NUEVA CRÓNICA Y BUEN GOBIERNO;No. 45/23 de julio al 07 de agosto de 2009. Usos y abusos del bicentenario (PERIODICO);1
320/2259;NUEVA CRÓNICA Y BUEN GOBIERNO;No. 47/28 de agosto al 10 de septiembre de 2009. ¿Unir a la oposición o unir al país? (PERIODICO);1
320/2260;NUEVA CRÓNICA Y BUEN GOBIERNO;No. 51/24 de noviembre al 08 de diciembre de 2009. Los desafíos del socialismo comunitario (PERIODICO);1
320/2261;NUEVA CRÓNICA Y BUEN GOBIERNO;No. 52/09 al 18 de diciembre de 2009. De la mayoría electoral a la hegemonia politica (PERIODICO);1
320/2262;NUEVA CRÓNICA Y BUEN GOBIERNO;No. 53/22 de diciembre de 2009 al 08 de enero de 2010. El calentamiento social después de Copenhague (PERIODICO);1
320/2263;NUEVA CRÓNICA Y BUEN GOBIERNO;No. 54/15 al 28 de enero de 2010. Nueva década, nuevos desafíos democráticos (PERIODICO);1
320/2264;NUEVA CRÓNICA Y BUEN GOBIERNO;"No. 55/30 de enero al 11 de febrero de 2010. Los dilemas ambientales de la ""nueva era"" (PERIODICO)";1
320/2265;NUEVA CRÓNICA Y BUEN GOBIERNO;No. 56/12 al 25 de febrero de 2010. Gobierno asume plenos poderes judiciales (PERIODICO);1
320/2266;NUEVA CRÓNICA Y BUEN GOBIERNO;No. 57/26 de febrero al 11 de marzo de 2010. Tribulaciones del estado democrático de derecho (PERIODICO);1
